,date,review,rating,isEdited,title,userName,developerResponse
10,2023-06-02 12:01:29,"The truth is that I had always been a fan of Kuda and I enjoyed using the app not until a certain amount of money was removed from my account. They refunded the money back to me and one morning I received a mail from them saying some very pointless things, but the baseline was that they had taken the money back. I tried to find out why but I wasn’t given any solid reason as to why the money was removed. The annoying part is how my balance still shows that the money is in my account. Like, if you’re going to take my money without my permission and not refund it back to me, at least hide it so I don’t see it. 
Please don’t use Kuda because if you ever find yourself in this situation, your money is as good as gone. They’ll always have one meaningless explanation as to why they can’t give you back your money.",1,False,The Worst mobile banking app,gofundmeasap,"{'id': 36955795, 'body': ""Hi there , We're sincerely sorry for the inconvenience this may have caused you. Please can you share with us the details of the transactions( amount and date) to enable us investigate immediately & solve the issue by send a mail to help@kuda.com . Your Kuda isn't going anywhere and your money is safe and secure in your account. We are always available to provide answers to your concerns at all times. Thank you 💜\r\n"", 'modified': '2023-06-06T11:35:48Z'}"
11,2023-01-24 17:43:24,"I had complained earlier about my card delivery issue but the way you guys calmed my spirit with your messages .. I'm impressed, I love Kuda infact is way better than all these offline Banks.  Now my card is delivered to me , even with the Ai response bot, I'm impressed... Il never leave Kuda for any bank, I also love the way you packaged my card , made me feel like one Millionaire 😂 my experience with you guys from the on set has always been on point maybe you guys just need to train your staffs more on swift customer response, that's the only way to build customers loyalty. God bless Kuda Bank 🙌",5,False,Quick to resolve issues n best in customer commu,blunt mindset,"{'id': 34495505, 'body': 'It is delightful to hear such positive words and it’s always a pleasure to serve our users.💜\r\n', 'modified': '2023-01-26T11:42:58Z'}"
12,2021-07-01 22:29:43,"I am a business man and most of my transactions needs efficient monetary evidence of deposits. I was always running behind schedule until a very big partner of mine requested I pay him via KUDA. At first I pretended like I knew what he meant until it was time to make transfers, i now realized how much I have been wasting on bank charge n other unsolicited deductions. I went home with a testimony and every since then I am enjoying banking services at KUDA. The OVERDRAFT section of KUDA has also helped me reached more milestone and I hope it gets increased in no distance time. 
Thank You KUDA. You are indeed the breakthrough in the financial industry.",5,False,KUDA is better than the BEST,Kwechiri,
13,2022-11-11 08:00:54,"See innovation is not entirely changing things but simplifying complexity. Your new update just messed everything up. I don’t know if you guys tested this app on IOS. I’m going to uninstall until the bug is fixed. I could tell you one annoying thing I experienced with the app app, the menu bar at the bottom flicks like it’s trying to animate in but it does that repeatedly and does not allow you to stay on a page as it always returns back to the Home Screen. I like your service no doubt but please only improve what’s necessary",5,False,Update messed up,ifeanyi amadi,
14,2022-04-19 23:38:45,"After reading several comments on Twitter on how you treat your customers for having certain amount of money in their account, I'll give you a 1 star. 
You guys are fond of harrasing your customers with mopols after inviting them to your head office over receiving around 1 million naira and above. Is this how you treat your customers? Or having that money in your account is now a crime? Using the police to harass someone because they asked for their account to be unrestricted? How is this legal? They said kuda bank is the bank of the free, instead, it is the bank of the poor because it promotes poverty. You can't be rich and still use kuda because the will lock your money, asking where you got it from, nonsense. Please let me know how to close my account biko. I can't be using a bank that snitches on its customers.",1,False,Worst bank ever,gevic1,
15,2022-11-18 15:59:47,"From today i swear I will never use Kuda debit card for anything. Kuda debit card is a big failure for the bank. 2 weeks ago, I was debited 5,200 for a declined pos payment, test I was debited, 2 days ago I was debited 23,000 for a times out payment that was declined, again few mins ago, I was debited 45,500 for a declined payment due to system malfunction. I don’t understand why this bank always debits money for their failed POS payments. The most annoying part is that the customer care service ignores all your mails when you lay complains to them. This bank is too incompetent and unprofessional. I’m finally done with Kuda. Y’all ain’t ready. You think creating fancy bank app makes you a good bank? Work on your customer support first before making people bank with you people.",1,False,This is a failed bank,Nitama990,
16,2020-07-31 11:38:33,"This is the first time I’m actually writing a review on an app, Kuda is soooo worth it, no funny charges, free card, relatable customer care service.....everything is awesome, I have never been a fan of having the need to go to banking halls, or worse queuing at banking halls and Kuda has made life super easy by letting me set up an account all from my bed, it’s amazing!
Don’t get me started on the free-nature, no funny charges; not the one that someone would transfer 10k and I’d see 9950 in the account.
Don’t let me Shalaye any further, because I won’t be able to let myself stop lol.
Give Kuda a try and you’d come type a positive review, trust me",5,False,Star,newdara,
17,2023-04-28 10:25:01,"For 3days now, you guys claim to have successfully delivered my N51,300 to the receiving end yet Paystack said they can't find the transaction. How did the receiving end get it if Paystack can't even trace it??? Three solid days. The transaction ref and ID you guys shared have been repeatedly checked yet you guys won't reverse my money. Now the receiver is embarrassing me and my family. Is it a small money or what? Take my money back from wherever it is hanging and reverse it hack. I have faced enough embarrassment because I used your bank.",5,False,So you can see this- Reverse my money!!!,NifeAkinjide,
18,2022-09-29 11:05:55,"I opened an account with them after the lunching of the app and the services were top notch then, now I can’t tell if my money is safe here anymore. I made a pos transaction August 26th 2022 which was decline and so I tried to get hold of their customers service through calling but no one was answering, mailed and them I got a response saying that they are working on my case. After so many mails I tried calling again a lady picked and told me the transaction actually happened that I should go back to the POS centre to get my refund. A loose for me that money is gone I don’t stay anywhere around the POS center and I don’t know the POS guy. These incident has repeated itself consecutive times. Today it happened again … Please I need my money back no matter how small or big it is",1,False,Services becoming really poor,Mzta_splash,
19,2023-07-07 07:17:22,"Kuda has constituted in making my life miserable 😩 can’t even step out of my house to pick a pin, my phone rings every every minute of an hour without me responding to it because of the frustration and shame Kuda has brought upon me. I made a transfer to someone I bought something from and till date they person still haven’t received the payment, he has reached out to him bank and his bank confirm that no such payment has been made to his account so I tried contacting the Kuda customer care line but the line was never reached(don’t even ring) and I tried reaching out by email but still haven’t gotten any response from them. Kuda is really not reliable and I would advise everyone using Kuda to be very careful with their banking services.",1,False,Worst experience ever!!,RENLE CL,
20,2022-04-19 19:48:07,"I am trying to recover my old kuda account where I lost my details and a customer care on twitter gave me a link to help me verify and get back my account but the link seems not to be active, after uploading my pictures and videos for verification the best it can do is to just keep loading after tapping next in the given link….. in a nutshell all efforts to retrieve my account has been a waste of time for the past 2 weeks. Please look into this and do something about it",5,False,Customer care lagging,kid kuda,
21,2023-05-26 11:00:14,"I’ve made a POS transactions from my account on 3 different occasions from 13th Feb and was debited. I lodged a complaint for months now and they’re yet to rectify it and reverse my money. I’ve messaged them on Twitter, they asked for proof and I sent and yet nothing has been done about it. I was money from someone’s bank account and still didn’t receive it for over days now, the customer went to his bank and was told that the transaction was successful and yet Kuda have decided to seize my money. They’ve made a call provided before unreachable because of malicious act they’re working on. 

This is to all intending Kuda customers please this bank is a fraud and need to be reported because I’ve see a lot of same case scenarios from different customers.",1,False,RUN FROM KUDA THEY’LL STEAL FROM YOU,Your worst enemy from today,"{'id': 36835133, 'body': ""Hi there , We're sincerely sorry for the inconvenience this may have caused you. Please can you share with us the details of the transactions( amount and date) to enable us investigate immediately & solve the issue by send a mail to help@kuda.com . We are always available to provide answers to your concerns at all times. Thank you 💜\r\n"", 'modified': '2023-05-31T08:12:48Z'}"
22,2022-04-20 15:18:34,"First you freeze your customer's account without proof of any illegal dealings, then you call on the Nigerian Police to brutalize the same customer because you have the power to do so, then you issue a statement stating that none of your staff was involved in the beating and that you infact handed him over to the Police. For what exactly? How can you arrest and brutalize a customer without any proof of ill-doings. How can you even arrest your customer? The best you could have done is report the account to relevant authorities and advise the customer on how to resolve it but no you decided to play God. Goodbye Kuda",4,False,Worst Banking Experience Ever,Bolt Customer,
23,2023-03-21 13:36:02,Your customer care is absolutely zero made a complaint about receiving my virtual ATM card but being trying to use it to subscribe to my TradingView account and it has being showing me issuer or cardholder has put a restriction on the card and I tried chatting the in app chat team and haven’t gotten a response for the past 2 weeks now tried calling your customer care line and always being put on always busy at the moment even contacted the email support team also still haven’t gotten any response from them and this is really making me feel bad because I can’t actually work without getting my tradingview app subscribed and need an  urgent support at once because this really making me feel bad,1,False,Virtual ATM issues,popenation,
24,2023-05-16 13:02:58,"I’m giving u one star because u made me cry today, how can I send money mistakenly to a wrong account number then I tried everything possible to getting it back, but couldn’t just because of your incompetence, even when I tried contacting the bank I transferred to, they replied well and asked me for the account number I transferred to, I went back to the receipt guess what, this stupid bank didn’t show me the account number I mistakenly transferred to, what they showed me was the name and some useless number, pls try to use your brain when developing an app, I was this close to getting back my money then KUDA blew it cos they won’t show me the account number I transferred to, pigs as developers",1,False,Learn to add account number transferred to on the receipt,yours scincerely,
25,2022-10-04 10:05:56,"I have tried severally to access the app after a particular card transaction of 6100 was done on the 19th of September 

I called customer service to lay this complaint and till this very moment I haven’t gotten any reversal which they claimed they had been working on it 

After which my app isn’t accessible any longer 

The process which is used to download the app and have it on a new phone is used but till now am unable into access the app.  I believe you had started well when you started but as of now a lot has changed 

Is this due to large customer base or what exactly 

You all at Kuda team needs this to be fixed or there sure would be room for replacement 

But then please reverse my money and allow me to have access to the app as quick as possible.

Thank u",5,False,Unable to access the Kuda app,Iyaoba(ariyike,
26,2021-09-03 01:26:15,"Honestly, this app is wack. I wonder how it got this rating. I downloaded it for 2 weeks now and I cannot login cuz it’s saying I’m trying to initiate a device change. I have reached out to their help center which they claim to be working from 8am-8pm everyday but I wonder which work they are actually doing if they cannot help customers resolve problems. They asked me all the necessary questions, I answered and only for them to ghost me. I sent multiple mails but no response. Isn’t that enough to discredit a serious business setup, to me it is.

Finally I have made some saving in my kuda account but I am withdrawing all my money from kuda. With this level of bad costumer care I wonder where my help will come from if something happen to my money.",1,False,Honest review,Yusuf Jameel,
27,2023-01-21 02:58:21,"I’ve been enjoying kuda since when I started using it but lately I can’t say thesame I requested a card, they even held my money saying it’s for the delivery of the card It’s been over 6 months now and I still haven’t gotten my card. Whenever I contact them they keep saying they’ll get to me but never did,i kept calling and calling and I was getting thesame reply to wait. I really enjoyed the app but since I couldn’t get the card I can’t even use the app. It’s really unfair
Today I got an email saying they released the lien on my money and I can use it for other transactions, only for me to go back and the money was gone from my balance, I’m really disappointed and I don’t think I can ever use this bank again",1,False,Kuda,nee_yaaah,"{'id': 34419652, 'body': ""Hi there, We're sincerely sorry for the inconvenience this may have caused you. Please if you have sent us an email help@kuda.com from the email linked to your account stating your complaint? Please share your Email address to enable us to follow up with the resolution. Thank you💜"", 'modified': '2023-01-22T13:21:37Z'}"
28,2023-05-13 11:27:27,"I used Kuda for about 2 years. One day I realized I had 2 Kuda bank apps on my phone, so I deleted one, thinking it was an issue from my phone. I reinstalled the app and I couldn’t get access to my account, it said my account didn’t exist but when I tried opening a new account with the same credentials I used for the previous account, it said the credentials are already used for a different account. Lost my savings, sent multiple emails, in instagram, even went on twitter. This happened in 2021. And until date the problem hasn’t been resolved, I didn’t get any response from the customer service team. That’s how I deleted the app and I’ve never used it again.",1,False,It just deleted my account .,123nenam,"{'id': 36572753, 'body': ""Hi there , We're sincerely sorry for the inconvenience this may have caused you and the delay in responding to your complaint. if you have sent an email to help@kuda.com  stating your complaint,please can you share with us your full names or Email address to enable us follow-up with the resolution of your complaint, if they are yet to be resolved? We look forward to your response. Your Kuda isn't going anywhere and your money is safe and secure in your account. We are always available to provide answers to your concerns at all times. Thank you 💜"", 'modified': '2023-05-17T09:35:17Z'}"
29,2023-04-11 17:28:39,"There was a time Kuda was good but recently for the past few months now... They've been having one issue or the other, the bank is trash if you know you like your money to be safe I'm telling you now kuda is not for you, their services are rubbish including their customer care they are found of debiting people for a failed transaction without even reversing the money. I don't advise anyone to download this app I mean look at the finance chart they've dropped to the 5th position so yeah I repeat kuda is trash and it needs to be thrown into the trash can, there are better finance apps like Opay, Palmpay that are by far better than kuda moreover they are topping the finance chart. I don't and will never recommend Kuda to anyone",1,False,Trash banking app,divine($),"{'id': 35970466, 'body': ""Hi there , We're sincerely sorry for the inconvenience this may have caused you. Please can you share with us the details of the transactions( amount and date) . Please if have you sent us an email at  help@kuda.com stating your complaint? Please can you share with us your Email address or full name to enable us to follow up with the resolution.\r\nThank you💜\r\n"", 'modified': '2023-04-15T08:11:55Z'}"
30,2023-05-17 06:23:59,"I made a transfer to an Access bank account since March but the person has not gotten it and I have been debited since yet no bounce back of the cash or the receiver to receive the money. I sent a mail to the customer care immediately this happened and I have been sending a prompt to the mail but I noticed the reply I get is automated because every time I send a mail the reply is sent yet no action is taken. 
The customer support is so bad and need to be worked on. Your customers ease in transaction and also knowing that they can always reach out and you come to their aid is of utmost importance in this business.",2,False,My review,Sinachiano,
31,2022-07-10 22:23:15,"I left 10,000 in my kuda bank account after five day’s of not using my kuda app , then I login and just see my balance drop to 9,550 the most unpleasant part is that I didn’t even see any debit on my transaction history, kuda is not safe.
If they can debit you without any transaction history left . 
I need to close my kuda bank no longer interested in this platform is just scammed .
I complained ooh but no answer the past two weeks . Stayed away from kuda micro finance bank.",5,False,Transaction,J J thomson,
32,2021-08-10 10:13:46,"Someone hacked my account and took an overdraft which i didn’t even know existed on the platform since i’ve been using the app, and borrowed about 25k! I wasn’t even with my phone at the time the transaction happened, was at church. Saw a notification in the evening about the transfer of #25,000 from my account to one GTB account. The transfer which i never did.

Tried reaching your customer care line, but it wasn’t going through. Tried reaching you via mail, didn’t get any response! How am I supposed to pay a debt I had no idea about? This is very bad!

I can’t pay that huge amount of money. Sorry. Can’t continue using your app also! my money is not safe with you at all!",1,False,Got scammed on your app!,The Emperor Toby,
33,2023-06-13 09:34:51,This my third year of using Kuda app and I must say it’s incredible💯 the only issue I had with the app was when they took money from my spending account into one of my saving and I was unable to withdraw it back to my spend and save account😂it said I should verify my account with my ID which I did... but didn’t workout untill I wrote a mail to Kuda care and it was rectified💃 I love Kuda app❤️I’ve introduced so many people to it and I’m glad they like it🤗 Kudos #Kudabankapp,5,False,My reviews,meelahali,"{'id': 37161317, 'body': 'It is delightful to hear such positive words and it’s always a pleasure to serve our users.💜\r\n', 'modified': '2023-06-16T11:52:59Z'}"
34,2022-08-27 20:51:07,"Kuda is one the best banking platform to be sincere and that was few months ago.
For the past few weeks now, I wouldn’t be able to log in to the app in other to make transactions, i got stranded today. I wasn’t with my atm card and I tried to login to the app in other to transfer money at a POS terminal for cash and the app refused to login. I tried and tried but to no avail, I had to find my way around. Till now I’m still unable to login it keeps popping “Something isn’t right. It’s not you, it’s us. Please try again”.

The most annoying part you customers care numbers never connect, I sent series of email  but didn’t get any response.

With this experience, have no other option than close my account once I’m able to login, I have my life’s savings there and I can’t risk it.",5,False,System failure,Ojeniran Tayo,
35,2023-03-08 11:42:24,"Not happy with the Kuda banking app anymore. It’s difficult for the Kuda team to help now how days. I lost my phone and and I couldn’t recover my registered phone number on my Kuda app. it’s been a month now and I have been mailing still yet No help. They will tell you to confirm your identity and send your old and new phone number, after that they won’t come back anymore. I have confirmed my identity four times now and no help yet. Very bad and frustrating 🤦🏾‍♂️",5,False,I need help,Black woman)$&&:&/,
36,2022-09-03 01:10:05,"I made a withdrawal with my Kuda ATM on the 1/sep/2022 it wasn’t successful but the money was deducted from my account up till now it haven’t reverse   
  I haven’t gotten any feed back from you guys have call the customer care no response I tried chatting with the customer care it’s all whistling of time if I had know that this was going to happen I wouldn’t have be banking with you🥹🥹😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 I just need a reverse of my money is that too much to ask ????????",5,False,Complain,doctor walter,
37,2022-12-30 10:03:01,"I’d say I prefer the older version of Kuda app , this new version is a mess, a big one at that 
I use to enjoy Kuda, it stand out amongst the other bank, currently the glitch on the new version of the app is just too much, you make a transfer and you won’t see it on your account statement, you receive transfer the same thing, please Kuda you need to work on this aspect of your platform, 
I love the app but lately it’s giving me headache",5,False,My opinion,Preshxchange,"{'id': 34030504, 'body': ""Thank you for your kind feedback. We are aware of this problem and are currently working on solving it .\r\nWe're sorry for any inconvenience this may cause.\r\nIn the meantime, you can generate your account statement.\r\nIf you have any questions, please send a message to help@kuda.com.💜\r\n"", 'modified': '2023-01-01T12:41:49Z'}"
38,2022-10-08 16:49:44,"Pls I was told my BVN is linked with a kuda account, what can I do about that? I can remember I tried to open a kuda account sometimes ago, it was successful though, I tried to log in after the verification but it was displaying incorrect email or password, that was why I tried opening another account and now it’s saying my BVN is already linked, what can I do pls?
How can I get through your customer care service?",5,False,Account verification,Empresscossy,
39,2023-05-18 13:39:17,"Kuda is a great financial app. I find it better than most but there’s this bug I’m having since I signed up on this app. While using the app, it I access my notification bar or tool bar and return back to the app. The app just stays blurry. I can’t tap or do anything unless I close the app and enter again. It had always been like this. If I try to on my data while I’m on the app, this annoying bug just shows up so I have to put on my data before using the app always. I would appreciate if this bug is fixed. Thanks",3,False,Bugs,Papiontinz,"{'id': 36656118, 'body': ""Could you please uninstall the app and try again. Please reach out to us help@kuda.com if the issue persists.\r\nWe're sorry for the inconvenience this may have caused you.\r\nThank you .💜\r\n"", 'modified': '2023-05-22T10:12:28Z'}"
40,2022-08-14 16:49:37,This bank is really frustrating..I sent the some of 31k to my supplier it’s over 24hrs now my supplier didn’t see the money and it’s has not been reversed back to me please try to sort this issues on time I need to collect my stuff from my supplier 😪it’s just frustrating and giving me serious headaches and am also trying to reach there customer service it’s not even going,5,False,Poor network,teefeh_2104367854,
41,2021-04-15 20:16:45,"Kuda see if you don’t refund my money Ogun will kill the owner of this app o.....I can’t cash out my money ,u asked me to link my verification ...the verificationgo take 30years abi,,,,I need my money back ,if you don’t give me my money before weekend...(if you don’t verify my BVN before weekend I swear to Almighty God I’ll spoil you guy’s name ...Facebook,Instagram,Twitter,all over the world ,I don’t mind spending my last card to sponsore the post ....all your customers wil runaway 🤷‍♀️if I don’t get my money before weekend I swear to God you guys will regret because I’ll come to your office and still report you guys 🏷 Scammers.......for the past 2weeks I no fit withdraw 🤷‍♀️for what naw .you scammers(my account name :Amira princess Oni).",1,False,You guys are scammers,Oluwatobi Anjoorin,
42,2023-05-02 17:19:26,"I did two pos transactions yesterday, which were 10,300 each,they were both failed transactions and kuda only reversed one,I got a mail from their rep telling me status changed to decline,in February,I did a pos transaction of 14,000 naira,kuda has promised to reverse my money ,so that’s making a total of 24,300 now that kuda has failed to return because they are not a reliable bank obviously and they didn’t secure my money as promised….they intentionally ensure that cards fail and use the opportunity to take your money and promise to reverse it and you will wait a million years and not get your money back…kuda reverse my money…I’m stranded I need my money urgently",1,False,Kuda reverse my money,Davina🇳🇬,"{'id': 36361497, 'body': ""\r\nHi there , We're sincerely sorry for the inconvenience this may have caused you. Please if have you sent us an email at  help@kuda.com stating your complaint? Please can you share with us your Email address or full name to enable us to follow up with the resolution.\r\nThank you💜\r\n"", 'modified': '2023-05-06T08:30:55Z'}"
43,2022-11-18 18:12:12,"I have been a customer for over a year and some months and I have to say I love this bank
But however After the recent upgrades(
1. complaints from not being able to sign in have become frequent 
2.getting refunds for failed pos transactions normally occurs in less than 30mins but my recent failed transaction has gone longer and haven’t been refunded till now…please fix this 
3. Bank statements. Oh yes I can’t get my bank statements anymore",4,False,Almost there,swiftswiss,
44,2022-11-20 10:43:28,"Hello, I have been using your bank for over a year now and it has been good until I got your messages for update. It’s been over two weeks since I updated the app and up till now I cannot get in to my account. After signing in and imputing my passcode, it just sits on the same screen. Kindly fix this ASAP.
Also I used my card on a pos machine, transaction was declined but I was debited. It’s been 3 weeks now, I have sent series of emails but no response. Merchant claimed they did not receive the funds. Annoyingly, I cannot even login to my app to complain anymore!",2,False,App not opening after update,KoyenL,
45,2021-09-29 23:03:55,I just recently downloaded the app coz I finally wanted to join. Then after downloading and I tried to creat an account but it kept on saying “oops looks like you already have an account “. At first I thought okay maybe that means I was now registered but I tried to log in and it didn’t work. I kept on trying to register but it kept repeating that same statement. Please I need you guys to rectify this for me. Thank you,5,False,The app Kuda,agirlokay,
46,2022-03-31 13:03:42,"Good day please I have been having this problem for like three months now I wanted to increase my limit and I already uploaded my national id but the process is still pending for the past three months now, I don’t understand please if you guys cannot rectify this problem then I would have to look for another online bank elsewhere thank you",5,False,Technical problem,ladi 33,
47,2023-03-26 00:55:35,"Well.. this is first time writing a Review on any application,, Kuda is good banking online app, I enjoy it since i open an account with them but not till this lately “things change..” I don’t usually know who send money because the transaction history is not showing up and this as cause me a lot of arguments with my customer, Please Kuda kindly work on it for any transaction history to be recorded in the app immediately",4,False,I have a complain about  transactions receipt,which kind things be this na,"{'id': 35602500, 'body': ""Hi there,\r\nPlease note that this issue with your transaction history/receipt has been sorted.\r\nAll you'll need to do is update your app to the latest version. You can do this from Google Playstore if you use an Android device and from Appstore for iOS devices.\r\nI'm sorry for the inconvenience this has caused you.\r\nThank you.💜\r\n"", 'modified': '2023-03-27T07:50:23Z'}"
48,2023-02-07 11:42:22,"Honestly am not so impressed with my encounter with this app. I have sent countless mails to this people, close my account I don’t need it again. I tried verifying my kuda app for the past 4weeks now but still nothing. Honestly i was wondering what if i had issues with banking, is this how response will be delayed. I can’t open another account cause my BVN is linked to my old account, but my old account still says BVN verification pending. I only choose kuda cause of the easy and well structured layout. But honestly, kuda service is too poor, just too poor. After all it won’t take 5mins to reply a mail.",1,False,"Not impressed, poor customer service 💯❌",+dark sied+,"{'id': 34791688, 'body': ""Hi there, We're sincerely sorry for the inconvenience this may have caused you. Please if have you sent us an email at help@kuda.com stating your complaint? Please can you share with your Email address or your full name to enable us to follow up with the resolution.\r\nThank you💜\r\n"", 'modified': '2023-02-10T08:58:47Z'}"
