,date,review,rating,isEdited,userName,title,developerResponse
10,2023-03-29 18:00:39,"Well I was sent 50k from Opay since 25th of march and I haven’t received it until now so I contacted your customer service via App and made a complain  and they requested for the transaction receipt which I sent to them.
After I sent the receipt it took days to reply to me when they reply on Tuesday they told me I’ve received the money that I should request a statement of account which I did behold the statement shows that I’ve received the money but they money is no where to be found in my history 
I tried to explain to them that I don’t have the money  in my history so they can help me trace it again and until now no more response 
They act like they want to steal my money",1,False,Maye Exquisite,Stealing,"{'id': 35698470, 'body': ""Hi there , We're sincerely sorry for the inconvenience this may have caused you. Please can you share with us the details of the transactions( amount and date) . Please if have you sent us an email at  help@kuda.com stating your complaint? Please can you share with us your Email address or full name to enable us to follow up with the resolution.\r\nThank you💜\r\n"", 'modified': '2023-03-31T10:56:32Z'}"
11,2022-09-30 17:08:27,"Y’all just ruined my day... I sent money into my kuda account for use, all of a sudden I was logged out of the account, tried logging it saying incorrect password... I went ahead to change my password..that one was successful but yet I can’t access my account keeps telling me y’all want to confirm my identity.
So now I’m suppose to wait forever till y’all fix this rubbish... this is the last time I will use the bank",5,False,Loladarsy,Login,"{'id': 32363508, 'body': ""Hi Lola,\r\nI'm sorry for the inconvenience this may have caused you. Please have you sent us an in-app message or email help@kudabank.com from the email linked to your account stating your complaint? Please share your Email address to enable us to follow up with the resolution.\r\nThank you💜"", 'modified': '2022-10-03T15:37:36Z'}"
12,2023-03-02 11:43:58,"All my life, I’ve never wrote review on any app but I have to come back here to drop this one. Kuda is the worse bank with the worse customer service. I’ve sent an email over 5 times because my account was blocked for no reason. I’ve chatted them from the app no response. Till this point no help has been offered. After the last time they sent me an email saying the resolved the issue but all the same. Rubbish app I hate KUDA it was my best but they Will frustrate the living spirit out of you. Beware the worse bank ever is that which has the poor service for its customers and Kuda is one. Beware!!!",1,False,Klintz money,Worse customer care services. Even if scammed they can never help you.,"{'id': 35211365, 'body': ""Hi there, We're sincerely sorry for the inconvenience this may have caused you. Please if you have sent us an email help@kuda.com from the email linked to your account stating your complaint? Please share your Email address to enable us to follow up with the resolution. Thank you💜"", 'modified': '2023-03-05T18:26:02Z'}"
13,2022-04-22 18:42:52,"This is the type of bank that also supports the poor to be poor forever and the Rich to continue to be rich. They don’t ever want to see their customers making it by saving above 100k. I have met someone with 20million in his gtb acc of my acc and his account wasn’t locked like the way you guys do, imagine 500k entered account and immediately it was locked. Use physical bank, kuda is trash. You can only understand better when you are invited to come to their office. And immediately the security agency is called on your behalf 😡

The only useless bank I have ever used.. if you like locked my account all the best for you guys. You haven’t seen anything yet",1,False,lookingforsteve,Not safe Banking with you,
14,2023-05-09 16:57:38,"I recommended Kuda about a year ago that it’s a smooth platform, and it liable to use the interface is great and all. 
But all those are now to be put in questions cause I made a transaction last month which I cancelled and the platform in which I bought from sent a proof of payment refunds to me in which I already sent to Kuda via mail and in app chat all to no avail 

I was just getting we will see to it and give you feedback in a few days, few days is now turning into months now!!! This is becoming so frustrating cos I need to use my funds 
Kuda and team pls refund me, I know the money is there why is it not reflecting on my account?",1,False,Ollyhubs,Refunds issues,"{'id': 36505187, 'body': ""Hi there,\r\nWe're sorry for the delay in the reversal of your funds .\r\nPlease, note that your complaint has been logged earlier and it is being reviewed.\r\n\r\n\r\nWe're still working on your transaction and I want to assure you that you will get a reversal of the funds soon .\n Please can you share with us your Email address or full name to enable us to follow up with the resolution.\n\r\nWe're sorry for the inconvenience this may have caused you.\r\nThank you 💜\r\n"", 'modified': '2023-05-14T08:00:45Z'}"
15,2022-11-11 10:26:34,Bring back the old app. I can’t be having problems with this new app as Kuda is the only bank I operate with for now. It’s not as if you have your branches everywhere one can easily walk in to make a complaint. This new Kuda app is malfunctioning. Please work on it or go back to the old app.! I cannot be stressing myself because of the small change I am managing to survive with in this harsh economy. Kindly fix it.! Thanks,5,False,Wendylystic,This new app is not working well,"{'id': 33142343, 'body': ""Hi there,\r\nI'm sorry for any difficulties you might have experienced in using the Kuda app and the delay in responding to your complaint. Please can you share your Email address to enable us follow-up with the resolution of your complaint, if they are yet to be resolved? We look forward to your response.\r\nThank you💜"", 'modified': '2022-11-14T08:27:55Z'}"
16,2023-06-12 02:56:22,"Kuda bank is fast becoming a scam I made payment with my card and the payment was declined and they refused to reverse the money back ‚put a call across to the number on the app they refused to pick ,went to their social media page no response, I decided to go tru comments on their page ,from the comment it seems this bank has been scamming people for long ,and I don't want others to be victim of this ,A lot of complains on their page on instagram ,no single response from Kuda to address their complaints to even boost customers confidence please run from them",2,False,Okufuwa Samuel,This bank is becoming a scam to me,"{'id': 37117424, 'body': 'We understand this can be frustrating. We are working towards making this better. We would appreciate it if you could send us the details of the transaction to help@kuda.com to enable us follow up with the resolution . Thank you .💜', 'modified': '2023-06-14T11:42:03Z'}"
17,2022-07-11 16:36:00,"Kuda is still a better way of banking and savings. With their cards, and free transfers. 
I have never had any issues with them until recently when I had issues with my savings on Friday. And they could only resolve it on Monday. 
I guess due to traffic and lots of congestions.
Aside that I haven’t had any issues with them. 
I don’t trust any service in this Nigeria but I still give it to them. After Alat by wema comes Kuda",5,False,S_yemclem,Better,"{'id': 30872965, 'body': ""Hi Yemclem,\nI'm sorry for the inconvenience this may have caused you. Please have you sent us an in-app message or email help@kudabank.com from the email linked to your account stating your complaint? Please share your Email address to enable us to follow up with the resolution.\nThank you💜"", 'modified': '2022-07-13T13:18:13Z'}"
18,2023-03-24 01:04:46,"I did a transaction on Kuda bank last 2weeks and I bought a Apple gift card of $25 and they debited me and did reverse it back till now and am calling their number is saying not available and I message them online no one was replying me, and I think this is not a verified and recognize banking system because I think this is now like a theft please I will need a reliable reply on this unless I will tarnish this because is on fair for the past 2weeks nothing nothing and am still using the app and is going through please and please I will need an urgent reply on this because my next step won’t be this again .

Thank you.",1,False,dusze_frosh,Complaint of debit without reversal,"{'id': 35605263, 'body': 'We understand this can be frustrating. We are working towards making this better. We would appreciate it if you could send us the details of the transaction to help@kuda.com to enable us follow up with the resolution .\r\nThank you .💜\r\n', 'modified': '2023-03-27T09:11:07Z'}"
19,2022-11-16 12:45:19,I’ve been using kuda app since last year and it has been the best but since yesterday I was asked to upgrade the app after that I was logout trying to login since yesterday but it’s not working it keep asking for face verification which I did but still not working please you guys should help me so I can login and make use of my funds I’ve not been able to do anything since yesterday cause I only operate kuda,5,False,fegi AB,Abraham,"{'id': 33231293, 'body': ""Hi Abraham , \r\nwe are sorry that you're having issues with the app. Can you write to us at Help@kuda.com . \r\nKindly include a description of the error message received . We will investigate immediately & solve the issue.\r\nThank you 💜\r\n"", 'modified': '2022-11-18T06:58:07Z'}"
20,2023-04-09 12:36:27,"You have held my money hostage for the past two weeks, been contacting you on your app, through all your social handles no response, there were days I would vouch for you any day and time but now the scam is too much, no replies when we complain just bunch of automated replies no actual human to talk to from you side",5,False,TheTruthF,Please my money (don’t want to be among your scammed victims),"{'id': 35914244, 'body': ""Hi there, We're sincerely sorry for the inconvenience this may have caused you. Please if you have sent us an email help@kuda.com from the email linked to your account stating your complaint? Please share your Email address or full Name on the account to enable us to follow up with the resolution. Thank you💜"", 'modified': '2023-04-12T12:35:23Z'}"
21,2022-11-10 09:01:59,"This kuda new app was a scam I updated my old one to this new one since yesterday and isn’t working and they also blocked my account along side while I was trying to sign in and I called their customer service to make a complain about it , they asked me to wait for an hour and they done nothing since yesterday I tried to call them back after that and they refused to pick my call again 
Kuda bank is now a scamming platform
If you updated to their new app they will block your account and took your money away refund my money back I can’t leave my money in you back you this scammers",1,False,sodiqakanjiadesola,Sign problem,"{'id': 33108751, 'body': ""Hi there, \nWe're sorry you feel this way. \nPlease send a mail to help@kuda.com with the issue you're experiencing so we can have this sorted. \nThanks. 💜"", 'modified': '2022-11-11T12:40:03Z'}"
22,2022-01-23 03:01:45,"This app does not deserve 5star because.. if you have any issue with your account you won’t get response on time, once you sent an email just sit down and pray they’ll get back to you pretty soon, and they will never issue your debit card on time you’ll have to wait for months before you can get it... but the main problem is the customer service issue... I hope you can fix that and hire people who are ready to work",3,False,Ayo-bami007,Customer service problems,
23,2023-05-18 19:27:21,What going on now my app is not open since have update it why is it doing like that Sha on still I come to guy’s office before u turn about what am saying right Abi what is all this rubbish now I updated my phone and then i update Kuda since then it have not been working if I come to you guys office I will cause problem am telling you guys ooo,5,False,whomoney,Not showing,"{'id': 36656354, 'body': ""Hi there, We're sincerely sorry for the inconvenience this may have caused you. Please if you have sent us an email help@kuda.com from the email linked to your account stating your complaint? Please share your Email address to enable us to follow up with the resolution. Thank you💜"", 'modified': '2023-05-22T10:22:30Z'}"
24,2023-05-27 08:17:26,"I have been using the Kuda app for a while and everything has been going smoothly until I was asked to upgrade. After upgrading I was asked to sign which I did successfully only for me to find out that my account has been restricted. To remove the restriction, I was asked to type my transaction pin which I did( same pin I have been using for all my transaction) but it said my pin was wrong. How is that possible? Something has to be done about this because this the second time I am experiencing this after upgrading my account.",1,False,Ti-ini,Unnecessary Account Restriction,
25,2023-02-01 10:08:34,Hello Good day whoever is seeing this For like 16 hours now I’m unable to make any transactions on Kuda secondly they made a payment into my Kuda account I don’t see alert and my balance reflecting Why all this are occurring we agree that there are some symptoms but it shouldn’t have gone far like that we have a lot to do with our money pls fixed this on time thanks,5,True,Olasukanmi,Bad reviews,"{'id': 33302440, 'body': ""Hi Olasukanmi , We're sincerely sorry for the inconvenience this may have caused you. Please can you share with us the details of the transactions( amount and date) to enable us investigate immediately & solve the issue by send a mail to help@kuda.com . Your Kuda isn't going anywhere and your money is safe and secure in your account. We are always available to provide answers to your concerns at all times. Please once your complaint has been resolved please rate us well here Thank you 💜"", 'modified': '2022-11-22T10:01:16Z'}"
26,2023-05-16 07:20:17,"Everyone should stopped using Kuda bank, their customer service is vary vary poor and useless. I please everyone to stop using kuda bank cause soon enough you will suffer for lost, Kuda is the most useless bank i ever know. It will be well with the owner of kuda bank and the people that work under Kuda bank… Kuda bank is thieves and scammers. Scammers Scammers Scammers Scammers Scammers Scammers Scammers Scammers Scammers Scammers Scammers Scammers Scammers",5,False,bedforyou,Kuda bank people are scammers,"{'id': 36620138, 'body': 'Hi there, we are sincerely sorry for whatever experience you might have had with us . Please we would like to have full details of your complaint ,by sending us an in-app message or email us at help@kuda.com , so that we resolve it and could improve based on your feedback. We look forward to your response . Thank you 💜', 'modified': '2023-05-19T14:12:34Z'}"
27,2023-05-02 15:56:47,I love using Kuda mobile banking not until today after updating the app wanna try to open back my account and the app keep backing up to Home Screen by itself of which I’ve open the account so many times today before the issue starts,5,False,lekky frosh,Unable to open back my account,"{'id': 36361480, 'body': ""We're sincerely sorry for the inconvenience this may have caused you. Please you will need to update the version of your iOS on the appstore and then try again. Please reach out to us help@kuda.com if the issue persists. Thank you .💜"", 'modified': '2023-05-06T08:28:40Z'}"
28,2022-04-21 11:30:32,"This bank is known to be corny with their ways, extorting customers funds for no valid reason, block peoples account for no reason, beat you their customers who comes to their office for complains on why their account was locked, I’ll advice you check out other recent reviews on the bank and remove this app from App Store and never allow them to come on here for possible download to users in order not to endanger lives of the people who are trying to bank safe and enjoy the services they claim they offer. THEY ARE KNOWN FOR THREATENING CUSTOMERS WITH THE POLICE FORCE AND TEAR GAS CUSTOMERS WHO COMES FOR COMPLAINTS",1,False,Breezygram,SCAM BANK,
29,2021-08-01 03:20:32,My account is still locked with funds after I uploaded my national ID card and ID number to verify that I own the account with my BVN too I wasn’t let to contact the help centre are they trying to steal my money or what right now I’m not convinient with the situation because I can’t have access to my money in the account and it is very painful they should try and reply customers on all of their platforms pages the mails Facebook and Instagram pages I tried to contact all of these pages for help but seems they’re ignoring that makes me furious,1,False,NICOLASMENDY,My locked kuda account,
30,2023-05-15 10:46:05,I made a transaction since on may 10th and I was debited but the receiver didn't receive the money I have been trying to contact kuda customer care but it isn't going through if I am calling the customer care phone number they don't pick up i sent them a mail and got know response I sent a message with chat with us but they are not linking me with a customer service i can talk to  till now they haven't reverse the money kuda need to get a customer service they need to do something about this or i will stop using kuda bank,1,False,hkvstcgjckkfddscjjn,Bad customer service,"{'id': 36576534, 'body': ""Hi there , We're sincerely sorry for the inconvenience this may have caused you and the delay in responding to your complaint. if you have sent an email to help@kuda.com stating your complaint,please can you share with us your full names or Email address to enable us follow-up with the resolution of your complaint, if they are yet to be resolved? We look forward to your response. Your Kuda isn't going anywhere and your money is safe and secure in your account. We are always available to provide answers to your concerns at all times. Thank you 💜\r\n"", 'modified': '2023-05-17T12:42:32Z'}"
31,2020-12-05 18:25:00,"I love this company and app. I  downloaded it today and I have been using it perfectly. I prefer this to our local banks for real.. it will be ok if one can use the ATM card to purchase goods online and also can be used on cryptocurrencies networks just like other local banks. I can’t wait to receive my ATM card at my door step... 

Thanks as received",5,False,scholari Rajesh,Functionality and service.,
32,2022-11-09 07:09:34,"What is going on I can’t login to my account since I updated this app it kept saying error occur from server what the meaning of that nonsense please do something about it about 4,000 naira is missing from my account already and now I can’t login what the meaning of all this pls do something very fast thank you",5,False,MadMilli1997@$,App crashed,
33,2022-11-29 18:08:18,"Since the upgrade I can’t log into my account because I previously used Face ID and now I can’t even change password to login. Once it gets to the place where I’m meant to do the video stuff, it just reverts back to the previous option and that’s it. It only came up once and I couldn’t do it cos the place was in a poorly lit area without recording and when I got to a good place the option vanished and I can’t see the option again",2,False,Fahdade,Can’t change password to login,"{'id': 33500481, 'body': ""We are sorry that you're having issues with the app. Please can you write to us at Help@kuda.com including a description of the error message received . We will investigate immediately & solve the issue.\r\nThank you 💜\r\n"", 'modified': '2022-12-02T14:52:55Z'}"
34,2022-04-01 11:10:34,"App is great, simple and easy to use. However I noticed that when you click or enter new windows on the app, there is no “go back” icon or arrow that allows you to go back if you want to reverse course. You basically have to quit the app altogether to go back to the previous menu or window.",5,False,shoka_sensei,App Functionality,"{'id': 29265433, 'body': ""Hi There , I'm really sorry for any difficulties you might have experienced in using the Kuda app. and the delay in responding to your complaint . Please can you share with your Email address to enable follow up with the resolution of your complaint ,if they yet to be resolved . We look forward to your response . Thank you"", 'modified': '2022-04-19T16:16:21Z'}"
35,2022-03-13 10:47:26,Pls you we need to be buying data from the app also you need to be buying gift card froms us also pls we need this two things if you. Have this two things I promise you a lot of people will be using this app a lot pls and the gift card must be on a good and reliable rate pls,5,False,Jahgo Richie,Data and gift card,
36,2021-07-15 12:18:09,I have been enjoying kuda online banking but today I wanted to send money to someone but unfortunately my account has been locked and I need to send money to someone ASAP for emergency case please just unlock my account I have already sent your management a mail but they haven’t responded to my messages,5,False,oviemunosylvester,My account is locked,
37,2021-06-17 07:38:26,"you remove money from my account without even giving me history why you remove my money send back my money the money is 110,000 Naira please refund back my money  this is just act of fraud and there bank have no calling center this is scam please refund me my money",5,False,Sammy brain,Fraud Bank 😡😡😡 and there customers service will never reply you,
38,2022-05-31 11:00:10,"I think this Is worst bank when is come to complainant. You give them call and they won’t pick even text , you put help for kuda and you will not respond when we text 😡 on Instagram no response too pchew useless app. If not for Nigeria bank that always do nonsense who go use your app",5,False,Horzpoint02,No response from their workers 😡,
39,2021-08-28 11:48:04,"I’ve been using Kuda for long and I feel it’s safe to use and efficient also, it will be great if you can make a review of the app and include the scan to pay button, I think that’ll make sending easier and more efficient also!
Love Team Kuda!",5,False,AyotundeNas,Can you guys do us the favor of including the scan to pay method,
40,2023-03-13 16:33:33,Have been reporting to your email and your number is not going I have been having issues with my kuda app telling me my account is been restricted and have been reply your email and you are referring me to what won’t solve my problem if I ever put money in the kuda again call me bastard,5,False,Rozzay1234,Restricted account,"{'id': 35399741, 'body': ""Hi there,\r\nWe're sincerely sorry for any difficulties you might have experienced in using the Kuda app and the delay in responding to your complaint. Please if  have you sent us an email at  help@kuda.com stating your complaint? Please can you share with your full name or Email address  to enable us to follow up with the resolution if they are yet to be resolved? We look forward to your response.\r\nThank you💜\r\n"", 'modified': '2023-03-15T10:34:11Z'}"
41,2023-03-25 13:03:56,I have enjoyed using my kuda bank app for a long time but now unfortunately for me I can’t login back because I lost my verification phone number I wish you heed to this and maybe create another means of verification not only by phone number .. you can’t tell if someone lost he’s or her phone and just try to recover their account bank please I’m waiting because now I can’t use my kuda bank app thank you!,3,False,Login___issues1,Login issues,
42,2022-12-13 07:27:37,"Their new app is whack,it’s been causing lots of problems between people,money sent out might not get delivered and sometimes money received won’t show notifications and lots more…I don’t recommend this new app for anybody,it still has a lot of problems that needs to be fixed.

I sent money yesterday,it hasn’t been delivered,why do you keep giving your customers problem? Or are you trying to steal people’s money? Reverse my money back to my account or let it go through the the bank I sent it to",1,True,Vicky bobo1,New app is just trash,"{'id': 33517477, 'body': ""Hi Vicky, \r\nWe are sorry that you're having issues with the app. Please can you write to us at Help@kuda.com including a description of the error message received . We will investigate immediately & solve the issue.\r\nThank you 💜\r\n"", 'modified': '2022-12-04T07:34:23Z'}"
43,2022-12-27 20:20:08,Kuda been trippin why would just any 4digit pin that is not my transaction pin worked and transfer money out of the account . That is a way for scammer to work on our kuda account the app been slow and bad transactions history don’t pop up anymore this app is bad you worth a zero star,5,False,ibcodded,Bad app system,"{'id': 33988428, 'body': 'Hi there, we are sorry for whatever experience you might have had with us . Please we would like to have full details of your complaint ,by sending us an in-app message or email us at help@kuda.com , so that we resolve it and could improve based on your feedback. We look forward to your response . Thank you 💜', 'modified': '2022-12-29T07:43:19Z'}"
44,2022-04-20 11:26:10,"This has to be the worst of all bank to be recorded in this century. They run a system that go against young Successful citizens, they freeze your account with them immediately they  see a lot of money in there and when you go to their office to complain so they can restored your account they’ll call in EFCC, Police or other security agencies to harassed, brutalize you tagging you as a criminal just to plant in you fear to claim what belongs to you and that’s how not turns theirs automatically. Warn your love ones not to partner with them for them not to loss their lives",1,False,Ltmankind,Best at Fraudulent act,
45,2023-01-16 07:36:22,"Who logs people out from their bank when they upgrade their banking app? You guys are so annoying eh. First you know that Kuda is mostly an online app, then suddenly you try to make transfer and then you are told you cannot log into your account unless you update your app, who does that? As if that wasn’t enough, you now had to log me out after updating the account and showing the option of either creating new account or logging as afresh. Now I can’t even remember the password in the account.",1,False,363699311480044,Terrible,
46,2022-11-14 12:42:59,I love this app as I have been using it for a long time but why would you guys allow the face recognition be too fast before I would have to tap it first before it recognizes my face but now it goes  straight this is bad and risky for us please do something about that,5,False,Adoremoney,Transfer issues,"{'id': 33188201, 'body': ""Hi there, \r\nwe are sorry that you're having issues with the app. Can you write to us at Help@kuda.com . \r\nKindly include a description of the error message received . We will investigate immediately & solve the issue.\r\nThank you 💜\r\n"", 'modified': '2022-11-16T07:05:58Z'}"
47,2020-07-11 04:52:52,"You’re obtaining people’s BVN I guess. And making self advantage reviews to make people thing it’s cool. It’s not working, it keeps saying I’m registered and they won’t send me anything to my email to reset my password. Nothing working. Don’t do it until they figure out their system.",5,False,susanseamstress,Wakkk-😡🥵 not cool. At all. Tried on both phone.,
48,2021-07-09 11:10:42,"This is the worse banking experience ever. Absolutely no customer service, even their number online say “not reachable” every single time of the day. Made a transfer, got an error message yet the funds were debited from my account and the transaction won’t reflect in my bank history. But Email notifications proofs the exact amount had been debited from my account. I have tried every means to reach these people all to no avail. I’m done with KUDA !!!! Scammers, it could be your tomorrow these people are scammers !!!",1,False,coolblue96121 at g,Debit of Account without reversal,
49,2022-02-03 22:25:32,I have been using kuda for a while now and even have encouraged many people to open giving them full assurance of safe Transactions but today some sent me money I didn’t see the money why is it like that and I need that money please check and it out for me Kuda am your honest user,5,False,Edimack,Complain,
50,2020-05-02 01:47:08,"This is actually first time I will write a review about an app,KUDA BANK is best described with 2 word “SiMPLY AMAZING” since I have been using this bank i got so addicted I abandoned my other major banks. NO charges,free transfer,no maintenance fee,no hidden charges,very simple and easy to sign up, and again free alert,what else are you looking for ?!,I love this app mehn 😍❤️🥰",5,False,senbucci,Best of the best,
51,2022-02-22 00:32:54,I would have love to rate you five stars cos your bank is cool and easy to use but your customer service is poor ..Most times that I called the phone will just keep ringing no one is there to pick it…even if I sent mails no there is no immediate reply it’s so annoying …am thinking of closing my acct cos I don’t want online bank issues and I won’t see anyone to help me thru it or put me thru what to do💔,3,False,littledee01,Customer service issue,
52,2023-06-17 10:18:43,"Kuda is good banking app,, but , you guy need to do something about how to change phone number on the bank... because many people can’t be able to access their bank. Once they lost their SIM card. Thrust me many people are facing this challenges",5,False,Bankrat 100,Self service,"{'id': 37208209, 'body': ""Hi there ,\nHere's how to change the phone number on your Kuda Account1. Go to selfhelp.kuda.com\r\n2. Select Update my phone number\r\n3. Sign in using your Email and Password\r\n4. Enter the New Phone Number you like to add.\r\n5. Enter the code sent to your new number.\r\n6. Enter your 4-digit transaction pin\r\n7. Select Continue to Verify your identity with a selfie video\r\n8. Select Start, to Take a selfie video and make 2-3 circles with your face.\r\n9. Select the Red button at the center to Stop\r\n10. Select Done once completed. We'll send you a mail once your New Phone Number has been updated,\nThank you💜"", 'modified': '2023-06-19T13:52:41Z'}"
53,2023-06-21 03:26:09,"Kuda bank is trying but the worst pasty and I think you need to immediately work on is reflection of money in the account, it takes long time to receive credit alert when money was sent in to kuda from other banks, kuda bank is a micro bank which should help to make a quick transactions I don’t expect it to be taking much time before confirming money when transactions was made in to kuda from other banks 💔💔",2,False,Balogun Isreal,Delaying of credit alert,"{'id': 37286645, 'body': ""Thanks for your feedback. We're always looking to improve your experience.💜"", 'modified': '2023-06-23T08:49:37Z'}"
