,date,review,rating,isEdited,title,userName,developerResponse
28,2023-06-09 10:10:11,"My money has been held by Kuda since last month and it hasn’t been released, they keep telling me it’s the compliance department, mind you this is not a nair account, it’s a pounds account",1,False,Don’t use Kuda,eeshamine,"{'id': 37069891, 'body': ""Hi there , We're sincerely sorry for the inconvenience this may have caused you. Please can you share with us the details of the transactions( amount and date) to enable us investigate immediately & solve the issue by send a mail to help@kuda.com . Your Kuda isn't going anywhere and your money is safe and secure in your account. We are always available to provide answers to your concerns at all times. Thank you 💜\r\n"", 'modified': '2023-06-12T12:28:59Z'}"
29,2023-04-05 12:34:42,Nobody should bank with these group of criminals from Nigeria. They are criminals who will sit and watch your account grow and then seize your money all in the name of a compliance department that never exists. They are fraudsars,1,True,They are fraudsars from Nigeria,adesina okusola,"{'id': 35565574, 'body': 'Hi Adesina, we are sincerely sorry for whatever experience you might have had with us . Please we would like to have full details of your complaint ,by sending us an in-app message or email us at help@kuda.com , so that we resolve it and could improve based on your feedback. We look forward to your response . Thank you 💜\r\n \r\n', 'modified': '2023-03-24T09:18:55Z'}"
30,2022-11-13 14:18:47,"When I started using the app I loved it and could recommend any and everybody 
It’s not even up to 2 months and I have been logged out twice 

Right now I haven’t been able to access the mobile app seems like it crashed or something 
Which means it isn’t realiable ! 
Kuda I just want to take my money I’m done trusting",1,False,Don’t,i dont lie i say the truth,
31,2021-12-11 06:07:21,"Just signed up, but can’t sign in. Keep asking me to touch refresh button. Please update",1,False,Sign in problems,chymoskie,
32,2022-06-04 13:36:12,"Useful as a backup account but since they don’t offer ATM cards, can’t be used as a main account",1,False,Not a proper bank,originalname36790,
33,2021-02-17 15:18:31,Here for my star girl erica & nothing else! 🤩,5,False,kuda star girl!,Rehabbed,
34,2023-04-29 01:49:04,I love Kuda still the best,5,False,Best wallet,Abclotinz,"{'id': 36270893, 'body': 'Thank you for providing your valuable feedback.💜', 'modified': '2023-05-02T05:16:08Z'}"
35,2020-03-17 12:49:55,It’s fake they take your money as soon as you put it into the account,1,False,Kids,tttryf,
36,2023-03-25 08:00:42,Great app,5,False,Review,Murphiedoc,
37,2022-09-15 07:38:31,All good,5,False,Mr,askofpmg,
38,2022-04-20 14:32:07,Download at your own risk,1,False,Most useless App ever!!!!!,Dammy Dyce,
39,2023-04-14 12:53:39,This is not a true bank be careful ❗️,1,False,Beware🔥🔥🔥🔥🔥,Battyk,"{'id': 36047664, 'body': 'Hi there, we are sincerely sorry for whatever experience you might have had with us . Please we would like to have full details of your complaint ,by sending us an in-app message or email us at help@kuda.com , so that we resolve it and could improve based on your feedback. We look forward to your response . Thank you 💜', 'modified': '2023-04-19T09:35:55Z'}"
40,2023-03-21 10:20:14,I write in Respect of my account. There was ATM dispense Error on 16/03/2023(Thursday) till now I’ve not receive my Reverser Alert. I’ve sent countless of mails to you guys. Still there is no response that is why I want to use this platform to reach you guys and I will do more until I get my money back. I have the dispense Error Receipt with me. This is very disappointing.,1,False,Urgent reply,Donaldokhai1,
41,2023-03-10 13:39:50,"I hardly ever leave a bad review for any app, business or service. But this has to be the height of it. 

Customer service is almost non-existent, banking practice/knowledge is 0. How do you hold on to over £1000 for weeks especially when the transfer is being made to a long time beneficiary who also happens to be the person that sent the funds in the account. If I receive money from individual A and chose to send it back to the invdividual A why do you need to investigate. If we assume that it was fraudulent Why does it take forever to investigate. If it is fraud, why is it being sent back to the account it was stolen from then. 

Anyway, this is my personal experience, others will likely be different and maybe better or worse.

Henry M.",1,False,"Absolutely horrible, avoid if you can",cross☦️,"{'id': 35361573, 'body': ""\r\nHi there, We're sincerely sorry for the inconvenience this may have caused you. Please can you share with us the details of the transactions( amount and date) . Please if have you sent us an email at  help@kuda.com stating your complaint? Please can you share with your Email address to enable us to follow up with the resolution.\r\nThank you💜\r\n"", 'modified': '2023-03-13T15:38:05Z'}"
